timestamp,exchange,symbol,best_bid,best_ask,mid_price,spread,spread_pct,bid_volume,ask_volume,depth_levels,contract_type
2025-09-09T01:50:57.453815,Binance,BTCUSDT,112210.0,112210.1,112210.05,0.10000000000582077,8.911857717363173e-05,11.366,9.867,10,futures
2025-09-09T01:50:58.175569,Gate,BTCUSDT,112214.9,112215.0,112214.95,0.10000000000582077,8.911468570437429e-05,43365.0,46022.0,10,futures
2025-09-09T01:50:58.478021,OKX,BTCUSDT,112254.0,112254.1,112254.05,0.10000000000582077,8.908364553957809e-05,1.0237968699999997,0.70439754,10,futures
2025-09-09T01:50:58.841620,BingX,BTCUSDT,112211.2,112214.3,112212.75,3.1000000000058208,0.0027626094182753927,12.313300000000002,0.6255999999999999,10,futures
2025-09-09T01:50:59.449995,Bitunix,BTCUSDT,112210.0,112210.1,112210.05,0.10000000000582077,8.911857717363173e-05,6.9849,5.388699999999999,5,futures
2025-09-09T01:51:00.926743,Bybit,BTCUSDT,112195.2,112195.3,112195.25,0.10000000000582077,8.913033306296013e-05,0.794,9.658000000000001,10,futures
2025-09-09T01:51:01.723942,MEXC,BTCUSDT,112209.8,112209.9,112209.85,0.09999999999126885,8.911873600336231e-05,44035877.0,66099495.0,1500,futures
2025-09-09T01:51:02.797005,WEEX,BTCUSDT,112209.8,112209.9,112209.85,0.09999999999126885,8.911873600336231e-05,1.0,1.0,1,futures
2025-09-09T01:51:04.328357,Binance,ETHUSDT,4321.0,4321.01,4321.005,0.010000000000218279,0.0002314276424169442,158.37399999999997,66.89999999999999,10,futures
2025-09-09T01:51:04.838658,Gate,ETHUSDT,4321.6,4321.65,4321.625,0.049999999999272404,0.0011569722037259689,21802.0,6325.0,10,futures
2025-09-09T01:51:05.129967,OKX,ETHUSDT,4323.41,4323.42,4323.415,0.010000000000218279,0.00023129863777172164,14.197743000000001,2.988966,10,futures
2025-09-09T01:51:05.486353,BingX,ETHUSDT,4321.32,4321.97,4321.645,0.6500000000005457,0.015040569042587848,131.22000000000003,121.93,10,futures
2025-09-09T01:51:05.943363,Bitunix,ETHUSDT,4321.0,4321.01,4321.005,0.010000000000218279,0.0002314276424169442,63.656000000000006,67.071,5,futures
2025-09-09T01:51:06.848354,Bybit,ETHUSDT,4321.03,4321.04,4321.035,0.010000000000218279,0.00023142603566548938,36.31,25.23,10,futures
2025-09-09T01:51:07.742369,MEXC,ETHUSDT,4321.0,4321.01,4321.005,0.010000000000218279,0.0002314276424169442,18650496.0,19170677.0,1500,futures
2025-09-09T01:51:08.926940,WEEX,ETHUSDT,4320.99,4321.0,4320.995,0.010000000000218279,0.00023142817800572043,1.0,1.0,1,futures
2025-09-09T01:51:10.391305,Binance,BNBUSDT,879.52,879.53,879.525,0.009999999999990905,0.0011369773457253524,59.95,245.93999999999997,10,futures
2025-09-09T01:51:11.173406,Gate,BNBUSDT,878.55,878.6,878.575,0.05000000000006821,0.005691033776293226,128480.0,38722.0,10,futures
2025-09-09T01:51:11.540466,OKX,BNBUSDT,879.0,879.1,879.05,0.10000000000002274,0.011375917183325491,194.88257000000002,166.46026,10,futures
2025-09-09T01:51:11.852359,BingX,BNBUSDT,879.02,879.17,879.095,0.14999999999997726,0.01706300229212739,46.970000000000006,118.42,10,futures
2025-09-09T01:51:12.394501,Bitunix,BNBUSDT,879.52,879.53,879.525,0.009999999999990905,0.0011369773457253524,57.580000000000005,46.580000000000005,5,futures
2025-09-09T01:51:13.143089,Bybit,BNBUSDT,878.3,878.4,878.3499999999999,0.10000000000002274,0.011384983207152359,913.31,987.0799999999999,10,futures
2025-09-09T01:51:13.955063,MEXC,BNBUSDT,879.52,879.53,879.525,0.009999999999990905,0.0011369773457253524,3952561.0,4020772.0,1016,futures
2025-09-09T01:51:15.087224,WEEX,BNBUSDT,879.36,879.38,879.37,0.01999999999998181,0.0022743555045068413,1.0,1.0,1,futures
